,address1,address2,city,country_code,description,latitude,longitude,state_code,zip_code,location,Geolocation
2054,91 Cumberland Street South,Suite 301,Thunder Bay,CAN,,48.4317715,-89.2225515,,P7B 6A7,"[-89.2225515, 48.4317715]","[-89.2225515, 48.4317715]"
2056,312 E. Harrison,,Harlingen,USA,MPC Studios,26.1906343,-97.6932804,TX,78550,"[-97.6932804, 26.1906343]","[-97.6932804, 26.1906343]"
2057,Maria de luna 11,,Zaragoza,ESP,,41.6820833,-0.8874201,,50017,"[-0.8874201, 41.6820833]","[-0.8874201, 41.6820833]"
2060,,,Ann Arbor,USA,Headquarters,42.277416,-83.733276,MI,,"[-83.733276, 42.277416]","[-83.733276, 42.277416]"
2061,21 Airport Blvd,Suite F,South San Frnacisco,USA,Headquarters,37.650142,-122.4085627,CA,94080,"[-122.4085627, 37.650142]","[-122.4085627, 37.650142]"
2063,"316 N Michigan Ave, 2nd Floor",,Chicago,USA,Neustep,41.5911112,-87.342177,IL,60601,"[-87.342177, 41.5911112]","[-87.342177, 41.5911112]"
2064,1854 NDSU Research Circle N,,Fargo,USA,"Avenue Right, LLC",46.9037602,-96.8098798,ND,58102,"[-96.8098798, 46.9037602]","[-96.8098798, 46.9037602]"
2065,225 West Oak Street,,Lawrenceville,USA,,33.9585714,-83.9902648,GA,30045,"[-83.9902648, 33.9585714]","[-83.9902648, 33.9585714]"
2066,220 West Oak Street,,Lawrenceville,USA,Headquarters,33.9585727,-83.9901463,GA,30045,"[-83.9901463, 33.9585727]","[-83.9901463, 33.9585727]"
2067,Estate 145,Hartbeeshoek Akasia,Pretoria,ZAF,Head Office,-26.1506447,28.3389193,,0182,"[28.3389193, -26.1506447]","[28.3389193, -26.1506447]"
2068,30 North Union Road Suite 104,,Williamsville,USA,,42.9602249,-78.7552035,NY,14221,"[-78.7552035, 42.9602249]","[-78.7552035, 42.9602249]"
2069,21 Mitchell St,,Camden,AUS,Head Office,-34.051916,150.69582,,2570,"[150.69582, -34.051916]","[150.69582, -34.051916]"
2070,875 124th Ave NE,Suite 203,Bellevue,USA,Nirvaha Corp,47.6008008,-122.3342585,WA,98005,"[-122.3342585, 47.6008008]","[-122.3342585, 47.6008008]"
2071,101 SW Main St,Suite 1000,Portland,USA,Headquarters,45.619318,-122.544532,OR,97204,"[-122.544532, 45.619318]","[-122.544532, 45.619318]"
2072,102 N Front St,,Bancroft,USA,Central Office,43.2933829,-94.2191382,IA,50517,"[-94.2191382, 43.2933829]","[-94.2191382, 43.2933829]"
2073,2474 Walnut Street #237,,Cary,USA,East Coast Office,35.7522668,-78.7412642,NC,27518,"[-78.7412642, 35.7522668]","[-78.7412642, 35.7522668]"
2074,PO Box 309,,Chino Hills,USA,West Coast Office,33.959453,-117.7256083,CA,91709,"[-117.7256083, 33.959453]","[-117.7256083, 33.959453]"
2075,7 Margaret Brown Court,Saint Peters,Saint Louis,USA,,38.766704,-90.585513,MO,63376,"[-90.585513, 38.766704]","[-90.585513, 38.766704]"
2076,"Via Fanin, 48",,Bologna,ITA,Headquarters,44.5143838,11.4077276,,40127,"[11.4077276, 44.5143838]","[11.4077276, 44.5143838]"
2079,7007 Wickham Rd,,Melbourne,USA,Design studio,28.2265028,-80.678264,FL,32940,"[-80.678264, 28.2265028]","[-80.678264, 28.2265028]"
2082,1550 Bryant Street,Suite 890,San Francisco,USA,,37.775196,-122.419204,CA,94103,"[-122.419204, 37.775196]","[-122.419204, 37.775196]"
2083,,,Seattle,USA,,55.378051,-3.435973,WA,,"[-3.435973, 55.378051]","[-3.435973, 55.378051]"
2084,,,Cambridge,USA,,42.375392,-71.118487,MA,,"[-71.118487, 42.375392]","[-71.118487, 42.375392]"
2087,"2400 Boston Street, Ste. 201",,Baltimore,USA,,39.281734,-76.581864,MD,21224,"[-76.581864, 39.281734]","[-76.581864, 39.281734]"
2088,Suite 306,1 Alie Street,London,GBR,,51.30077,0.404618,,E1 8DE,"[0.404618, 51.30077]","[0.404618, 51.30077]"
2089,1106 Grizzly Peak Blvd.,,Berkeley,USA,,37.892301,-122.256239,CA,94708,"[-122.256239, 37.892301]","[-122.256239, 37.892301]"
2090,1502 West Hwy 54,Suite 201,Durham,USA,HQ,35.999586,-78.9065,NC,27707,"[-78.9065, 35.999586]","[-78.9065, 35.999586]"
2091,1633 Westlake Ave N,Suite 100,Seattle,USA,,47.634741,-122.340435,WA,98119,"[-122.340435, 47.634741]","[-122.340435, 47.634741]"
2092,82 Clerkenwell Road,,London,GBR,,51.5290669,-0.0949082,,EC1M 5RF,"[-0.0949082, 51.5290669]","[-0.0949082, 51.5290669]"
2093,180 Pulteney Street,,Adelaide,AUS,,-34.926024,138.606419,,5000,"[138.606419, -34.926024]","[138.606419, -34.926024]"
2094,"555 8th Ave., Suite 1903",,NY,USA,,40.754698,-73.992152,NY,10018,"[-73.992152, 40.754698]","[-73.992152, 40.754698]"
2095,,,Sydney,AUS,,-33.867139,151.207114,,2000,"[151.207114, -33.867139]","[151.207114, -33.867139]"
2096,,,Burbank,USA,,34.155869,-118.335292,CA,,"[-118.335292, 34.155869]","[-118.335292, 34.155869]"
2097,75 5th St.,Suite 230,Atlanta,USA,,33.776198,-84.385257,GA,30308,"[-84.385257, 33.776198]","[-84.385257, 33.776198]"
2098,1700 South Amphlett Blvd.,Suite 202,San Mateo,USA,,37.558245,-122.302654,CA,94402,"[-122.302654, 37.558245]","[-122.302654, 37.558245]"
2099,2771 Plaza Del Amo,Suite #809,Torrance,USA,XRackPro2 by GizMac,33.827405,-118.33433,CA,90503,"[-118.33433, 33.827405]","[-118.33433, 33.827405]"
2100,Trosvikstranda 16,,Fredrikstad,NOR,Main Office,59.215127,10.929338,,1608,"[10.929338, 59.215127]","[10.929338, 59.215127]"
2102,,,Madrid,ESP,,40.416741,-3.70325,,,"[-3.70325, 40.416741]","[-3.70325, 40.416741]"
2103,,,Sevilla,ESP,,37.38264,-5.996295,,,"[-5.996295, 37.38264]","[-5.996295, 37.38264]"
2104,,,Alicante,ESP,,38.346041,-0.484756,,,"[-0.484756, 38.346041]","[-0.484756, 38.346041]"
2105,,,CÃ³rdoba,ESP,,37.884727,-4.779152,,,"[-4.779152, 37.884727]","[-4.779152, 37.884727]"
2106,"3701 FAU Blvd, Suite 210",,Boca Raton,USA,headquarters,26.383036,-80.097933,FL,33431,"[-80.097933, 26.383036]","[-80.097933, 26.383036]"
2107,"Suite 1002, Tenth Floor, Dilkusha Forum",Main Tariq Road,Karachi,PAK,Head Office,24.9068278,67.0806218,,75400,"[67.0806218, 24.9068278]","[67.0806218, 24.9068278]"
2108,"3701 FAU Blvd, Suite 210",,Boca Raton,USA,headquarters,26.383036,-80.097933,FL,33431,"[-80.097933, 26.383036]","[-80.097933, 26.383036]"
2109,"Suite 1002, Tenth Floor, Dilkusha Forum",Main Tariq Road,Karachi,PAK,Head Office,24.9068278,67.0806218,,75400,"[67.0806218, 24.9068278]","[67.0806218, 24.9068278]"
2110,2020 Milvia St,Suite 220,Berkeley,USA,HQ,37.871087,-122.270913,CA,94704,"[-122.270913, 37.871087]","[-122.270913, 37.871087]"
2111,1061 St. Clair Ave. West,Unit 2,Toronto,CAN,Toronto Office,43.678782,-79.439315,,M6E1A6,"[-79.439315, 43.678782]","[-79.439315, 43.678782]"
2113,3098 Executive Parkway,Suite 275,Lehi,USA,Kynetx World HQ,40.4273613,-111.8967224,UT,84043,"[-111.8967224, 40.4273613]","[-111.8967224, 40.4273613]"
2114,Research Campus Hasselt,Kempische Steenweg 293/12,Hasselt,BEL,,50.9517491,5.3499728,,B-3500,"[5.3499728, 50.9517491]","[5.3499728, 50.9517491]"
2115,8555 W.Belleview Ave,#G21-126,Denver,USA,Denver Office,39.62574,-105.092372,CO,80123,"[-105.092372, 39.62574]","[-105.092372, 39.62574]"
2117,,,Bogotá,COL,Bogotá,4.5980556,-74.0758333,,,"[-74.0758333, 4.5980556]","[-74.0758333, 4.5980556]"
2118,,,Buenos Aires,ARG,,-34.611781,-58.417309,,,"[-58.417309, -34.611781]","[-58.417309, -34.611781]"
2119,375 City Road,,London,GBR,Head Office,51.5312232,-0.1033237,,EC1V 1NB,"[-0.1033237, 51.5312232]","[-0.1033237, 51.5312232]"
2120,375 City Road,,London,GBR,,51.5312232,-0.1033237,,EC1V 1NB,"[-0.1033237, 51.5312232]","[-0.1033237, 51.5312232]"
2121,8171 Maple Lawn Blvd,Suite 250,Fulton,USA,Headquarters,39.1481859,-76.9061739,MD,20759,"[-76.9061739, 39.1481859]","[-76.9061739, 39.1481859]"
2122,C/Alqueria de Benlloch 24,,Valencia,ESP,World Headquarters,39.4612679,-0.3983456,,46014,"[-0.3983456, 39.4612679]","[-0.3983456, 39.4612679]"
2123,C/Arroyo de Fontarron 53,,Madrid,ESP,Madrid Office,40.4033217,-3.6510254,,28030,"[-3.6510254, 40.4033217]","[-3.6510254, 40.4033217]"
2124,C/Rafael Alberti 13,,A CoruÃ±a,ESP,A Coruna Office,43.3484951,-8.4069515,,15008,"[-8.4069515, 43.3484951]","[-8.4069515, 43.3484951]"
2127,Place de l'UniversitÃ© 25,,Louvain-la-Neuve,BEL,Headquarters,50.6713314,4.6102492,,1348,"[4.6102492, 50.6713314]","[4.6102492, 50.6713314]"
2128,8801 Folsom Blvd Ste 285,,Sacramento,USA,Sacramento Office,38.553638,-121.376407,CA,95826,"[-121.376407, 38.553638]","[-121.376407, 38.553638]"
2129,"5221 Central Ave, Ste 203B",,Berkeley,USA,East Bay Office,37.901864,-122.313673,CA,94804,"[-122.313673, 37.901864]","[-122.313673, 37.901864]"
2130,"300 Andover St, Ste 255",,Peabody,USA,Boston Office,42.5488907,-70.9522541,MA,01960,"[-70.9522541, 42.5488907]","[-70.9522541, 42.5488907]"
2131,"2880 Lakeside Drive, Suite 350",,Santa Clara,USA,,37.383368,-121.980186,CA,95054,"[-121.980186, 37.383368]","[-121.980186, 37.383368]"
2132,GroÃŸer Burstah 50-52,,Hamburg,DEU,scoyo GmbH,53.5622698,9.9490139,,20457,"[9.9490139, 53.5622698]","[9.9490139, 53.5622698]"
2133,82 Pioneer Way,Suite 106,Mountain View,USA,HQ,37.389378,-122.06709,CA,94041,"[-122.06709, 37.389378]","[-122.06709, 37.389378]"
2134,5 Palo Alto Sq Ste 220,,Palo Alto,USA,HQ,37.437328,-122.159928,CA,94306-2123,"[-122.159928, 37.437328]","[-122.159928, 37.437328]"
2136,"7195 Hollywood Boulevard, Ste. 874",,Los Angeles,USA,,34.101617,-118.327071,CA,90028,"[-118.327071, 34.101617]","[-118.327071, 34.101617]"
2138,415 S Cedros Ave,Suite 240,Solana Beach,USA,hi,33.020832,-117.077311,CA,90275,"[-117.077311, 33.020832]","[-117.077311, 33.020832]"
2140,921 Front St.,Suite #100,San Francisco,USA,HQ,37.856331,-122.495222,CA,94111,"[-122.495222, 37.856331]","[-122.495222, 37.856331]"
2141,28-30 Kirby Street,,London,GBR,,51.604922,0.239866,,,"[0.239866, 51.604922]","[0.239866, 51.604922]"
2142,12910 Culver Blvd Suite H,,Los Angeles,USA,StreetFire Studios,33.982431,-118.426707,CA,90049,"[-118.426707, 33.982431]","[-118.426707, 33.982431]"
2145,2000 Broadway St,,San Francisco,USA,Headquarters,37.795191,-122.430411,CA,94115,"[-122.430411, 37.795191]","[-122.430411, 37.795191]"
2148,,,Linkoping,SWE,,58.415755,15.625419,,,"[15.625419, 58.415755]","[15.625419, 58.415755]"
2149,1832 Franklin Street,,Santa Monica,USA,,34.031764,-118.461884,CA,90404,"[-118.461884, 34.031764]","[-118.461884, 34.031764]"
2153,,,Coral Gables,USA,,25.705057,-80.271378,FL,,"[-80.271378, 25.705057]","[-80.271378, 25.705057]"
2155,3981 boul. St. Laurent,Mezz 1,Montreal,CAN,,45.516545,-73.578477,,H2W 1Y5,"[-73.578477, 45.516545]","[-73.578477, 45.516545]"
2156,,,MalmÃ¶,SWE,,56.154292,13.813313,,20071,"[13.813313, 56.154292]","[13.813313, 56.154292]"
2157,51 East Broadway Ave.,suite 200,Fairfield,USA,,41.007625,-91.962789,IA,52556,"[-91.962789, 41.007625]","[-91.962789, 41.007625]"
2158,101 Continental Blvd.,,El Segundo,USA,,33.917031,-118.392564,CA,90245,"[-118.392564, 33.917031]","[-118.392564, 33.917031]"
2159,10512 NE 68th Street,,Kirkland,USA,,47.666791,-122.199525,WA,98033,"[-122.199525, 47.666791]","[-122.199525, 47.666791]"
2161,,,San Francisco,USA,,31.169036,-100.076888,CA,,"[-100.076888, 31.169036]","[-100.076888, 31.169036]"
2163,194 King Street South,,Waterloo,CAN,Ontario Office,43.4599388,-80.5185367,,N2J1P9,"[-80.5185367, 43.4599388]","[-80.5185367, 43.4599388]"
2164,9191 Towne Centre Drive,Suite 408,San Diego,USA,,34.063441,-118.36543,CA,92122,"[-118.36543, 34.063441]","[-118.36543, 34.063441]"
2165,214 Overlook Court,Suite 220,Brentwood,USA,,36.030702,-86.776051,TN,37027,"[-86.776051, 36.030702]","[-86.776051, 36.030702]"
2166,128 West Hastings Street,Suite 300,Vancouver,CAN,,49.2821075,-123.1078045,,V6B 1G8,"[-123.1078045, 49.2821075]","[-123.1078045, 49.2821075]"
2167,4530 41 Street,,New York,USA,,40.743264,-73.923427,NY,11104,"[-73.923427, 40.743264]","[-73.923427, 40.743264]"
2168,4423 Fortran Drive,,San Jose,USA,,37.421731,-121.957018,CA,95134,"[-121.957018, 37.421731]","[-121.957018, 37.421731]"
2169,164 Kings Highway North,,Westport,USA,,41.14669,-73.363182,CT,06880,"[-73.363182, 41.14669]","[-73.363182, 41.14669]"
2170,"Via Nepal, 29",,Rome,ITA,,41.823172,12.461425,,00144,"[12.461425, 41.823172]","[12.461425, 41.823172]"
2171,GasvÃ¦rksvej 5,,Aalborg,DNK,,57.047302,9.945944,,DK-9000,"[9.945944, 57.047302]","[9.945944, 57.047302]"
2172,103 Rotary Drive,Suite 3,Hazleton,USA,,40.977855,-76.029511,PA,18202,"[-76.029511, 40.977855]","[-76.029511, 40.977855]"
2174,798 Beatty Street,,Vancouver,CAN,,49.277599,-123.113946,,V6B 2M1,"[-123.113946, 49.277599]","[-123.113946, 49.277599]"
2176,,,Brewster,USA,,41.395013,-73.614577,NY,10509,"[-73.614577, 41.395013]","[-73.614577, 41.395013]"
2177,265 W 37th St,7th floor,New York,USA,,40.753877,-73.991512,NY,10018,"[-73.991512, 40.753877]","[-73.991512, 40.753877]"
2178,317 Commercial St. NE,Suite 300,Albuquerque,USA,,35.086388,-106.646185,NM,87102,"[-106.646185, 35.086388]","[-106.646185, 35.086388]"
2179,901 N. Glebe Road,Suite 901,Arlington,USA,,38.888308,-77.087792,VA,22203,"[-77.087792, 38.888308]","[-77.087792, 38.888308]"
2180,,,Stockholm,SWE,Headqurter,59.332788,18.064488,,,"[18.064488, 59.332788]","[18.064488, 59.332788]"
2181,7038 Balsam Lane N,,Maple Grove,USA,Minneapolis,45.082573,-93.423661,MN,55369,"[-93.423661, 45.082573]","[-93.423661, 45.082573]"
2182,75 Arlington Street,Suite 500,Boston,USA,Boston Office,42.351137,-71.070322,MA,02116,"[-71.070322, 42.351137]","[-71.070322, 42.351137]"
2183,P.O. Box 2278,,New Farm,AUS,Brisbane Office,-27.467878,153.047052,,4005,"[153.047052, -27.467878]","[153.047052, -27.467878]"
2184,154 10th Cross 2nd Main,BEL 1st Block Vidyaranyapura,Bangalore,IND,Registered Office,12.909735,77.590524,,560097,"[77.590524, 12.909735]","[77.590524, 12.909735]"
2185,"268 Bush Street, #2703",,San Francisco,USA,San Francisco,37.791068,-122.401942,CA,94104,"[-122.401942, 37.791068]","[-122.401942, 37.791068]"
2187,180 rue du Genevois,Bat C,CHAMBERY,FRA,NewQuest - ChambÃ©ry,45.591163,5.92224,,73000,"[5.92224, 45.591163]","[5.92224, 45.591163]"
2188,50 av Ernest Pivot,,SEVRAN,FRA,NewQuest - Paris,48.927697,2.531457,,93270,"[2.531457, 48.927697]","[2.531457, 48.927697]"
2189,Av/ General Fanjul,"2-Bis, office 3-5",Madrid,ESP,Solaiemes Headquarter,40.382338,-3.773844,,28044,"[-3.773844, 40.382338]","[-3.773844, 40.382338]"
2190,5777 Central Ave. Ste. 120,,Boulder,USA,LifePics HQ,40.025479,-105.219298,CO,80304,"[-105.219298, 40.025479]","[-105.219298, 40.025479]"
2191,548 Market Street,,San Francisco,USA,Genbook,37.789902,-122.4007791,CA,94104,"[-122.4007791, 37.789902]","[-122.4007791, 37.789902]"
2194,2200 Mount Vernon Ave.,,Alexandria,USA,,38.825473,-77.058656,VA,22301,"[-77.058656, 38.825473]","[-77.058656, 38.825473]"
2195,Bayard Studios,98 Bayard St,Brooklyn,USA,GEN247 LLC,40.727434,-73.9447994,NY,11222,"[-73.9447994, 40.727434]","[-73.9447994, 40.727434]"
2196,1645 Vine Street,,Hollywood,USA,Headquarters,34.100974,-118.326672,CA,90028,"[-118.326672, 34.100974]","[-118.326672, 34.100974]"
2197,260 Water Street,,Brooklyn,USA,New York Office,40.70299,-73.983471,NY,11201,"[-73.983471, 40.70299]","[-73.983471, 40.70299]"
2198,100 Congress Avenue,,Austin,USA,Austin Office,30.264043,-97.744762,TX,78701,"[-97.744762, 30.264043]","[-97.744762, 30.264043]"
2199,2323 21st Avenue South,Suite 500,Nashville,USA,Corporate Headquarters,36.1628,-86.781,TN,37212,"[-86.781, 36.1628]","[-86.781, 36.1628]"
2200,5-7 Tanner Street,,London,GBR,Commercial Office,51.500446,-0.081486,,SE1 3LE,"[-0.081486, 51.500446]","[-0.081486, 51.500446]"
2201,RosenstraÃŸe 18,,Berlin,DEU,15Talents GmbH & Co. KG,52.521627,13.40462,,10178,"[13.40462, 52.521627]","[13.40462, 52.521627]"
2203,4600 East-West Highway,Suite 200,Bethesda,USA,HQ,38.984881,-77.092694,MD,20814,"[-77.092694, 38.984881]","[-77.092694, 38.984881]"
2207,305 S. St. Asaph St. Suite 4,,Alexandria,USA,Main Office,38.802365,-77.046498,VA,22314,"[-77.046498, 38.802365]","[-77.046498, 38.802365]"
2208,37 Percy Street,,London,GBR,Head Office,51.518107,-0.134078,,W1T 2DJ,"[-0.134078, 51.518107]","[-0.134078, 51.518107]"
2210,1775 W. University Dr.,Ste. 127,Tempe,USA,,33.420952,-111.968932,AZ,85281,"[-111.968932, 33.420952]","[-111.968932, 33.420952]"
2211,5405 Wilshire Blvd,Suite 270,Los Angeles,USA,Headquarters,34.070436,-118.350486,CA,90036,"[-118.350486, 34.070436]","[-118.350486, 34.070436]"
2212,Moseley Road,Halow,Worcester,GBR,Elgar Business Centre,52.232349,-2.26681,,WR2 6NJ,"[-2.26681, 52.232349]","[-2.26681, 52.232349]"
2213,Mäealuse 4,,Tallinn,EST,Headquarters,59.397629,24.658767,,12618,"[24.658767, 59.397629]","[24.658767, 59.397629]"
2216,5005 Plainfield St. NE,Ste. B,Grand Rapids,USA,Corporate Office,43.0530176,-85.5950353,MI,49525,"[-85.5950353, 43.0530176]","[-85.5950353, 43.0530176]"
2218,Osojnikova 3,,Ptuj,SVN,INTERA d.o.o.,46.419467,15.875225,,2250,"[15.875225, 46.419467]","[15.875225, 46.419467]"
2219,Unit 6 Mercury Way,Mercury Park,Manchester,GBR,World Headquarters,53.465082,-2.335605,,M41 7HS,"[-2.335605, 53.465082]","[-2.335605, 53.465082]"
2220,3340 Peachtree St,,Atlanta,USA,Atlanta,33.792535,-84.386384,GA,30309,"[-84.386384, 33.792535]","[-84.386384, 33.792535]"
2222,4530 East Shea Boulevard,Suite 130,Phoenix,USA,,33.58308,-111.983364,AZ,85028,"[-111.983364, 33.58308]","[-111.983364, 33.58308]"
2223,1775 W. University Dr.,Ste. 127,Tempe,USA,,33.420952,-111.968932,AZ,85281,"[-111.968932, 33.420952]","[-111.968932, 33.420952]"
2224,5405 Wilshire Blvd,Suite 270,Los Angeles,USA,Headquarters,34.070436,-118.350486,CA,90036,"[-118.350486, 34.070436]","[-118.350486, 34.070436]"
2225,Moseley Road,Halow,Worcester,GBR,Elgar Business Centre,52.232349,-2.26681,,WR2 6NJ,"[-2.26681, 52.232349]","[-2.26681, 52.232349]"
2226,Mäealuse 4,,Tallinn,EST,Headquarters,59.397629,24.658767,,12618,"[24.658767, 59.397629]","[24.658767, 59.397629]"
2229,5005 Plainfield St. NE,Ste. B,Grand Rapids,USA,Corporate Office,43.0530176,-85.5950353,MI,49525,"[-85.5950353, 43.0530176]","[-85.5950353, 43.0530176]"
2231,Osojnikova 3,,Ptuj,SVN,INTERA d.o.o.,46.419467,15.875225,,2250,"[15.875225, 46.419467]","[15.875225, 46.419467]"
2232,Unit 6 Mercury Way,Mercury Park,Manchester,GBR,World Headquarters,53.465082,-2.335605,,M41 7HS,"[-2.335605, 53.465082]","[-2.335605, 53.465082]"
2233,3340 Peachtree St,,Atlanta,USA,Atlanta,33.792535,-84.386384,GA,30309,"[-84.386384, 33.792535]","[-84.386384, 33.792535]"
2235,4530 East Shea Boulevard,Suite 130,Phoenix,USA,,33.58308,-111.983364,AZ,85028,"[-111.983364, 33.58308]","[-111.983364, 33.58308]"
2236,Hardtbergstr. 6,,Bonn,DEU,Head Office,50.710267,7.066468,,53127,"[7.066468, 50.710267]","[7.066468, 50.710267]"
2237,C. Maestro Gaztambide 2 3Âº C,,Alicante,ESP,Head office,38.349114,-0.48931,,03004,"[-0.48931, 38.349114]","[-0.48931, 38.349114]"
2238,Level 6,10 Help St,Chatswood,AUS,Headquarters,-33.83639,151.21085,,2067,"[151.21085, -33.83639]","[151.21085, -33.83639]"
2239,Level 5,406 Collins St,Melbourne,AUS,Melbourne,-38.37331,144.817624,,3001,"[144.817624, -38.37331]","[144.817624, -38.37331]"
2240,10 E Yanonali St.,Suite 2C,Santa Barbara,USA,,34.423403,-119.704416,CA,93101,"[-119.704416, 34.423403]","[-119.704416, 34.423403]"
2241,9107 Wilshire Boulevard,#450,Beverly Hills,USA,LA,34.064286,-118.372638,CA,90210,"[-118.372638, 34.064286]","[-118.372638, 34.064286]"
2242,580 California Street,12th Floor,San Francisco,USA,SFO,37.792821,-122.404086,CA,94104,"[-122.404086, 37.792821]","[-122.404086, 37.792821]"
2243,1/94 James Street,New Farm,BRISBANE,AUS,Australian Office,-27.458989,153.043228,,4005,"[153.043228, -27.458989]","[153.043228, -27.458989]"
2245,Main St.,,Norman,USA,nodes norman,35.218428,-97.464788,OK,73069,"[-97.464788, 35.218428]","[-97.464788, 35.218428]"
2246,1409 Third Street Promenade,Suite B,Santa Monica,USA,LA Office,34.015386,-118.495792,CA,90401,"[-118.495792, 34.015386]","[-118.495792, 34.015386]"
2247,Boulevard International 55 K,,Brussels,BEL,Radionomy Belgium,50.831147,4.33511,,1070,"[4.33511, 50.831147]","[4.33511, 50.831147]"
2252,1920 Main Street,Suite 920,Irvine,USA,HQ,33.684782,-117.851028,CA,92614,"[-117.851028, 33.684782]","[-117.851028, 33.684782]"
2253,5-B Tipping Drive,Suite 3 Second Floor,Branford,USA,,41.303696,-72.768842,CT,06405,"[-72.768842, 41.303696]","[-72.768842, 41.303696]"
2254,19 MONTEE DE L EGLISE,,CALUIRE ET CUIRE,FRA,World Headquarter,45.792717,4.830048,,69300,"[4.830048, 45.792717]","[4.830048, 45.792717]"
2256,"Suite 373, 5348 Vegas Dr",,Las Vegas,USA,NV office,36.18854,-115.214015,NV,89108,"[-115.214015, 36.18854]","[-115.214015, 36.18854]"
2257,"595 Elm Place, Suite 208",,Highland Park,USA,Headquarters,42.187395,-87.802095,IL,60035,"[-87.802095, 42.187395]","[-87.802095, 42.187395]"
2258,Lyon House,160-166 Borough High Street,London,GBR,Headquarters,51.5027669,-0.0925694,,SE1 1LB,"[-0.0925694, 51.5027669]","[-0.0925694, 51.5027669]"
2259,4802 E. Ray Rd,Suite 23-278,Phoenix,USA,,33.320392,-111.979813,AZ,85044,"[-111.979813, 33.320392]","[-111.979813, 33.320392]"
2261,Calle Matheu 50,,MatarÃ³ (Barcelona),ESP,Administrative Office,41.537472,2.431454,,08303,"[2.431454, 41.537472]","[2.431454, 41.537472]"
2262,1368 Park Ave.,,Emeryville,USA,,37.831293,-122.286502,CA,94608,"[-122.286502, 37.831293]","[-122.286502, 37.831293]"
2263,Level 5,52 boulevard Sébastopol,Paris,FRA,Paris Bureau,48.8926988,2.3179601,,75003,"[2.3179601, 48.8926988]","[2.3179601, 48.8926988]"
2264,4905 Del Ray Ave,Suite 507,Bethesda,USA,Headquarters & Sales,38.9897861,-77.0989247,MD,20814,"[-77.0989247, 38.9897861]","[-77.0989247, 38.9897861]"
2265,6660 Delmonico Dr.,Suite D-255,Colorado Springs,USA,Sales Office,38.927596,-104.830775,CO,80919,"[-104.830775, 38.927596]","[-104.830775, 38.927596]"
2267,2503 Del Prado Blvd,Ste. 504,Cape Coral,USA,BB Direct,26.600742,-81.991232,FL,33904,"[-81.991232, 26.600742]","[-81.991232, 26.600742]"
2268,3675 Dunn Drive,,Los Angeles,USA,Office,34.025386,-118.401729,CA,90034,"[-118.401729, 34.025386]","[-118.401729, 34.025386]"
